logdate,url,ip,city,state,country,category,age,gender
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.219.141.13,salt lake city,UT,usa,clothing,26.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.219.141.13,salt lake city,UT,usa,clothing,26.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.219.141.13,salt lake city,UT,usa,clothing,26.0,F
07-03-2012,http://www.acme.com/SH5580165/VD55156528,63.142.68.171,litchfield,IL,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,50.81.188.9,ottawa,IL,usa,clothing,56.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.194.127.73,albertson,NY,usa,clothing,17.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,108.28.228.233,la plata,MD,usa,clothing,48.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55149415,174.50.61.175,west monroe,LA,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55149415,174.50.61.175,west monroe,LA,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55149415,174.50.61.175,west monroe,LA,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55149415,174.50.61.175,west monroe,LA,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55149415,174.50.61.175,west monroe,LA,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55149415,174.50.61.175,west monroe,LA,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55149415,174.50.61.175,west monroe,LA,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.195.50.127,minneapolis,MN,usa,clothing,26.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.195.50.127,minneapolis,MN,usa,clothing,26.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.19.170.236,chehalis,WA,usa,clothing,37.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.220.18.179,minneapolis,MN,usa,clothing,28.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.220.18.179,minneapolis,MN,usa,clothing,28.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55173061,98.16.218.58,broken arrow,OK,usa,handbags,62.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,108.28.228.233,la plata,MD,usa,clothing,48.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.19.170.236,chehalis,WA,usa,clothing,37.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55170364,166.204.39.247,huntsville,AL,usa,home&garden,32.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,74.78.46.169,buffalo,NY,usa,clothing,21.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.49.169.217,chevy chase,MD,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,72.178.141.61,waco,TX,usa,clothing,42.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,174.54.119.187,scranton,PA,usa,computers,28.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,174.54.119.187,scranton,PA,usa,computers,28.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,174.54.119.187,scranton,PA,usa,computers,28.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,66.111.18.211,brunswick,OH,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55166807,174.54.119.187,scranton,PA,usa,computers,28.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,174.54.119.187,scranton,PA,usa,computers,28.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,174.54.119.187,scranton,PA,usa,computers,28.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,108.28.228.233,la plata,MD,usa,clothing,48.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,108.28.228.233,la plata,MD,usa,clothing,48.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,108.28.228.233,la plata,MD,usa,clothing,48.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,69.208.77.222,grand rapids,MI,usa,clothing,43.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.45.112.235,oakland,CA,usa,clothing,21.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.118.154.97,st paul,MN,usa,clothing,21.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55166807,70.58.157.52,eugene,OR,usa,computers,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.173.250.103,mesquite,NV,usa,clothing,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.173.250.103,mesquite,NV,usa,clothing,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.173.250.103,mesquite,NV,usa,clothing,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.173.250.103,mesquite,NV,usa,clothing,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,173.0.38.250,marshall,TX,usa,clothing,21.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,173.0.38.250,marshall,TX,usa,clothing,21.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,173.0.38.250,marshall,TX,usa,clothing,21.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,173.0.38.250,marshall,TX,usa,clothing,21.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,173.0.38.250,marshall,TX,usa,clothing,21.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.196.253.107,aurora,CO,usa,clothing,34.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.49.169.217,chevy chase,MD,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.61.171.153,la vergne,TN,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.173.250.103,mesquite,NV,usa,clothing,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55170364,74.110.220.106,midlothian,VA,usa,home&garden,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.179.183.34,teague,TX,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.179.183.34,teague,TX,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.179.183.34,teague,TX,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.179.183.34,teague,TX,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH5580165/VD55173281,96.238.220.190,morgan hill,CA,usa,tools,0.0,0
07-03-2012,http://www.acme.com/SH5580165/VD55173281,96.238.220.190,morgan hill,CA,usa,tools,0.0,0
07-03-2012,http://www.acme.com/SH5580165/VD55173281,96.238.220.190,morgan hill,CA,usa,tools,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55170364,74.110.220.106,midlothian,VA,usa,home&garden,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.236.175.3,charleroi,PA,usa,clothing,46.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.236.175.3,charleroi,PA,usa,clothing,46.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,70.58.157.52,eugene,OR,usa,computers,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55166807,70.58.157.52,eugene,OR,usa,computers,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,70.58.157.52,eugene,OR,usa,home&garden,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55170364,70.58.157.52,eugene,OR,usa,home&garden,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,70.58.157.52,eugene,OR,usa,home&garden,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,70.58.157.52,eugene,OR,usa,home&garden,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,70.58.157.52,eugene,OR,usa,home&garden,41.0,F
07-03-2012,http://www.acme.com/SH5580165/VD55173281,70.45.128.22,san juan,NO REGION,pri,tools,0.0,0
07-03-2012,http://www.acme.com/SH5580165/VD55173281,173.69.138.41,towson,MD,usa,tools,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55170364,98.211.191.109,hialeah,FL,usa,home&garden,46.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55170364,98.211.191.109,hialeah,FL,usa,home&garden,46.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.61.171.153,la vergne,TN,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.45.112.235,oakland,CA,usa,clothing,21.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,70.58.157.52,eugene,OR,usa,computers,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,74.139.18.87,florence,KY,usa,clothing,26.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.45.112.235,oakland,CA,usa,clothing,21.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.45.112.235,oakland,CA,usa,clothing,21.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.113.132.203,camano island,WA,usa,clothing,32.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.113.132.203,camano island,WA,usa,clothing,32.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.113.132.203,camano island,WA,usa,clothing,32.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.113.132.203,camano island,WA,usa,clothing,32.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.26.120.12,gaithersburg,MD,usa,clothing,31.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.65.124.123,san diego,CA,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.65.124.123,san diego,CA,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.65.124.123,san diego,CA,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.65.124.123,san diego,CA,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.65.124.123,san diego,CA,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.65.124.123,san diego,CA,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.125.56.4,luxemburg,WI,usa,clothing,19.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.26.120.12,gaithersburg,MD,usa,clothing,31.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55173061,24.113.220.242,sequim,WA,usa,handbags,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55173061,24.113.220.242,sequim,WA,usa,handbags,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55173061,24.113.220.242,sequim,WA,usa,handbags,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.26.120.12,gaithersburg,MD,usa,clothing,31.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.26.120.12,gaithersburg,MD,usa,clothing,31.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.26.120.12,gaithersburg,MD,usa,clothing,31.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55170364,108.0.127.252,long beach,CA,usa,home&garden,63.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,24.113.220.242,sequim,WA,usa,home&garden,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,24.113.220.242,sequim,WA,usa,home&garden,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,24.113.220.242,sequim,WA,usa,home&garden,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,24.113.220.242,sequim,WA,usa,home&garden,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,24.113.220.242,sequim,WA,usa,home&garden,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,24.113.220.242,sequim,WA,usa,home&garden,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,24.113.220.242,sequim,WA,usa,home&garden,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,24.113.220.242,sequim,WA,usa,home&garden,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,70.58.157.52,eugene,OR,usa,home&garden,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,70.58.157.52,eugene,OR,usa,home&garden,41.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,72.186.64.66,brandon,FL,usa,clothing,52.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55173061,24.113.220.242,sequim,WA,usa,handbags,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55173061,24.113.220.242,sequim,WA,usa,handbags,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55173061,24.113.220.242,sequim,WA,usa,handbags,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55173061,24.113.220.242,sequim,WA,usa,handbags,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,50.51.139.91,new philadelphia,OH,usa,clothing,25.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,50.51.139.91,new philadelphia,OH,usa,clothing,25.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,76.21.2.251,palo alto,CA,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,76.21.2.251,palo alto,CA,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,76.21.2.251,palo alto,CA,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,76.21.2.251,palo alto,CA,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,76.21.2.251,palo alto,CA,usa,clothing,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,96.26.120.12,gaithersburg,MD,usa,clothing,31.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,97.106.243.7,corpus christi,TX,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55170364,98.211.191.109,hialeah,FL,usa,home&garden,46.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55170364,98.211.191.109,hialeah,FL,usa,home&garden,46.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,68.8.154.85,san diego,CA,usa,computers,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,68.8.154.85,san diego,CA,usa,computers,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,68.8.154.85,san diego,CA,usa,computers,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.65.124.123,san diego,CA,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55166807,68.8.154.85,san diego,CA,usa,computers,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55166807,68.8.154.85,san diego,CA,usa,computers,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55165149,68.8.154.85,san diego,CA,usa,electronics,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55165149,68.8.154.85,san diego,CA,usa,electronics,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55165149,68.8.154.85,san diego,CA,usa,electronics,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,67.42.88.114,seattle,WA,usa,clothing,36.0,M
07-03-2012,http://www.acme.com/SH5580165/VD55156528,69.27.56.176,salem,IN,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55173061,207.190.60.1,panama city,FL,usa,handbags,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,69.217.193.44,clarendon hills,IL,usa,clothing,29.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55166807,68.8.154.85,san diego,CA,usa,computers,38.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,69.217.193.44,clarendon hills,IL,usa,clothing,29.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,69.217.193.44,clarendon hills,IL,usa,clothing,29.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,69.217.193.44,clarendon hills,IL,usa,clothing,29.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55165149,198.176.250.12,adel,IA,usa,electronics,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.45.112.235,oakland,CA,usa,clothing,21.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.45.112.235,oakland,CA,usa,clothing,21.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55149415,24.93.192.6,north ridgeville,OH,usa,movies,46.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,67.42.88.114,seattle,WA,usa,clothing,36.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,67.42.88.114,seattle,WA,usa,clothing,36.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,67.42.88.114,seattle,WA,usa,clothing,36.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55173061,67.169.135.87,pleasanton,CA,usa,handbags,62.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55173061,207.190.60.1,panama city,FL,usa,handbags,25.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,12.132.156.27,pelham,AL,usa,clothing,25.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55173061,67.169.135.87,pleasanton,CA,usa,handbags,62.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55177927,69.217.193.44,clarendon hills,IL,usa,clothing,29.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,69.217.193.44,clarendon hills,IL,usa,clothing,29.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,67.42.88.114,seattle,WA,usa,clothing,36.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55173061,75.76.71.119,madison,AL,usa,handbags,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,72.94.156.89,west chester,PA,usa,clothing,51.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55173061,75.76.71.119,madison,AL,usa,handbags,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,155.97.239.70,salt lake city,UT,usa,clothing,34.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,155.97.239.70,salt lake city,UT,usa,clothing,34.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,155.97.239.70,salt lake city,UT,usa,clothing,34.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,155.97.239.70,salt lake city,UT,usa,clothing,34.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55173061,75.76.71.119,madison,AL,usa,handbags,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,65.34.127.25,cantonment,FL,usa,clothing,32.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.44.236.177,bridgeton,NJ,usa,clothing,24.0,F
07-03-2012,http://www.acme.com/SH559040/VD55175948,74.99.172.133,lebanon,PA,usa,handbags,0.0,0
07-03-2012,http://www.acme.com/SH559040/VD55175948,74.99.172.133,lebanon,PA,usa,handbags,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.44.236.177,bridgeton,NJ,usa,clothing,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.44.236.177,bridgeton,NJ,usa,clothing,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.71.119,madison,AL,usa,clothing,32.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.44.236.177,bridgeton,NJ,usa,clothing,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,72.94.156.89,west chester,PA,usa,clothing,51.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.44.236.177,bridgeton,NJ,usa,clothing,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.225.13.142,spokane,WA,usa,clothing,41.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.225.13.142,spokane,WA,usa,clothing,41.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,98.225.13.142,spokane,WA,usa,clothing,41.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,74.139.18.87,florence,KY,usa,clothing,26.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,68.44.236.177,bridgeton,NJ,usa,clothing,24.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,65.34.127.25,cantonment,FL,usa,clothing,32.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,72.186.64.66,brandon,FL,usa,clothing,52.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55149415,170.97.67.112,upper marlboro,MD,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.185.203.140,dover plains,NY,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.182.72.136,norman,OK,usa,clothing,24.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.182.72.136,norman,OK,usa,clothing,24.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.182.72.136,norman,OK,usa,clothing,24.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.182.72.136,norman,OK,usa,clothing,24.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,70.182.72.136,norman,OK,usa,clothing,24.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55170364,67.4.7.154,sioux falls,SD,usa,home&garden,27.0,F
07-03-2012,http://www.acme.com/SH559040/VD55175948,74.99.172.133,lebanon,PA,usa,handbags,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55170364,67.4.7.154,sioux falls,SD,usa,home&garden,27.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.61.108.21,miami,FL,usa,clothing,21.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,174.61.108.21,miami,FL,usa,clothing,21.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.63.187.98,st paul,MN,usa,clothing,20.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.63.187.98,st paul,MN,usa,clothing,20.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,71.63.187.98,st paul,MN,usa,clothing,20.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55170364,12.69.101.75,dearborn,MI,usa,home&garden,33.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55170364,12.69.101.75,dearborn,MI,usa,home&garden,33.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.173.148.21,los lunas,NM,usa,clothing,11.0,U
07-03-2012,http://www.acme.com/SH55126545/VD55149415,170.97.167.69,elkridge,MD,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55149415,170.97.67.112,elkridge,MD,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55149415,170.97.167.69,elkridge,MD,usa,movies,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55170364,67.4.7.154,sioux falls,SD,usa,home&garden,27.0,F
07-03-2012,http://www.acme.com/SH559040/VD55175948,74.99.172.133,lebanon,PA,usa,handbags,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,24.18.40.3,edmonds,WA,usa,clothing,44.0,M
07-03-2012,http://www.acme.com/SH55126545/VD55177927,158.111.4.54,decatur,GA,usa,clothing,41.0,F
07-03-2012,http://www.acme.com/SH5587637/VD55178312,208.107.100.57,grand forks,ND,usa,shoes,0.0,0
07-03-2012,http://www.acme.com/SH5580165/VD55156528,72.208.235.240,paradise valley,AZ,usa,clothing,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,209.143.43.12,ft recovery,OH,usa,clothing,27.0,M
07-03-2012,http://www.acme.com/SH5587637/VD55178312,147.238.8.11,ft knox,KY,usa,shoes,0.0,0
07-03-2012,http://www.acme.com/SH5587637/VD55178312,147.238.8.11,ft knox,KY,usa,shoes,0.0,0
07-03-2012,http://www.acme.com/SH5587637/VD55178312,147.238.8.11,ft knox,KY,usa,shoes,0.0,0
07-03-2012,http://www.acme.com/SH55126545/VD55177927,99.2.104.137,norcross,GA,usa,clothing,29.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.54.221,st petersburg,FL,usa,clothing,35.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.54.221,st petersburg,FL,usa,clothing,35.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.54.221,st petersburg,FL,usa,clothing,35.0,F
07-03-2012,http://www.acme.com/SH55126545/VD55177927,75.76.54.221,st petersburg,FL,usa,clothing,35.0,F
